,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Geller,Adam,4/23/2022,U16MF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 2,Ref: 1,,,,
Geller,Adam,4/23/2022,U19WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,,,,,
Geller,Adam,4/24/2022,DV2MF,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 3,Ref: 2,Ref: 1,,Video: 1,,
Geller,Adam,7/2/2022,D1AWE, ,,, ,Ref: 1,, , , , , , , 
Geller,Adam,7/2/2022,DV1WF,Ref: 1,,, ,Ref: 1,,Ref: 1, , , , , , 
Geller,Adam,7/3/2022,STMWF, ,,, , ,, , ,Ref: 1,Ref: 1, , , 
Geller,Adam,7/3/2022,U19MF,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Geller,Adam,7/4/2022,STMMF, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1, 
Geller,Adam,7/5/2022,DV1MF,Ref: 1,,, ,Ref: 1,,Ref: 2, , , , , , 
Geller,Adam,7/5/2022,U16WE,Ref: 1,,, , ,, , ,Video: 1, , , , 
Geller,Adam,7/6/2022,U16MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Geller,Adam,7/6/2022,U16WF,Ref: 1,,, ,Ref: 2,,Ref: 2, ,Ref: 1, , , , 
Geller,Alan,10/29/2021,Y14ME,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,,Ref: 1,Video: 1,,Video: 1
Geller,Alan,10/30/2021,U17ME,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,Ref: 1
Geller,Alan,10/31/2021,U17WE,Ref: 1,,,,,,,,Ref: 1,,,,
Geller,Alan,11/1/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Geller,Alan,11/1/2021,Y14WE,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,
Geller,Alan,12/9/2021,U17ME,Ref: 1,,,,Ref: 4,,Ref: 1,Ref: 1,,,,,
Geller,Alan,12/9/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Video: 1,Ref: 1,,Assist: 1
Geller,Alan,12/10/2021,DV1WE,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Geller,Alan,12/10/2021,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Video: 1,Assist: 1,,
Geller,Alan,12/11/2021,U20MF,Ref: 1,,,Ref: 3,Ref: 2,,,,,,,,
Geller,Alan,12/11/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,
Geller,Alan,12/12/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Geller,Alan,1/7/2022,DV1MF,Ref: 1,,,,,,,,,,,,
Geller,Alan,1/8/2022,U20ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 2,,,,Video: 1
Geller,Alan,1/9/2022,DV1ME,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Geller,Alan,1/9/2022,V60MF,Ref: 1,,,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Video: 1,,
Geller,Alan,1/10/2022,U20WE,Ref: 1,,,,Ref: 2,,Ref: 2,,Ref: 1,Assist: 1,,,
Geller,Alan,2/18/2022,U17ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2,,,Video: 1,,,Video: 1
Geller,Alan,2/19/2022,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Video: 1,,,,
Geller,Alan,2/20/2022,JTMMF,,,,,,,,Ref: 1,,,,,
Geller,Alan,2/20/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,Ref: 1,Assist: 1,Assist: 1,,
Geller,Alan,2/21/2022,U17WE,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Geller,Alan,4/21/2022,DV2WF,Ref: 1,,,,Ref: 2,,,,,,,,
Geller,Alan,4/21/2022,U19ME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Geller,Alan,4/21/2022,U19MF,Ref: 1,,,,,,,,,,,,
Geller,Alan,4/22/2022,DV1MF,Ref: 1,,,,Ref: 2,,,,,,,,
Geller,Alan,4/22/2022,DV1WF,Ref: 1,,,,,,,,,,,,
Geller,Alan,4/22/2022,U16WE,,,,,Ref: 1,,,Ref: 1,,,,,
Geller,Alan,4/23/2022,U16MF,Ref: 1,,,,,,,,,,,,
Geller,Alan,4/23/2022,U19WF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Geller,Alan,4/24/2022,DV1ME,Ref: 2,,,,Ref: 3,,,Ref: 1,Ref: 1,,,,
Geller,Alan,7/2/2022,DV1ME,Ref: 1,,, ,Ref: 2,, ,Ref: 1, , , , , 
Geller,Alan,7/3/2022,U19WE,Ref: 1,,,Ref: 2, ,,Ref: 1,Ref: 1,Video: 1, ,Ref: 1, , 
Geller,Alan,7/4/2022,STMMF, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1,Ref: 1, , 
Geller,Alan,7/6/2022,STMWE, ,,, , ,, ,Ref: 1, , , , , 
Geller,Alan,7/6/2022,U16ME,Ref: 1,,, , ,, , , , , , , 
Geller,Alan,7/6/2022,U16WS, ,,, , ,, , , , , , , 
Geller,Alan,7/6/2022,V40ME, ,,, , ,, ,Ref: 1,Ref: 2,Ref: 1, , , 
Geller,Alan,7/6/2022,V40WF, ,,, , ,, , ,Ref: 1,Ref: 1, , , 
Geller,Alan,7/6/2022,V60ME, ,,, , ,, , , ,Video: 1,Video: 1, , 
Geller,Alan,7/6/2022,VTMWE, ,,, , ,, , ,Ref: 1,Ref: 1, , , 
Geller,Alan,7/7/2022,VTMME, ,,, , ,, , ,Ref: 1,Ref: 1, , ,Ref: 1
Geller,Alan,7/9/2022,Y12WE,Ref: 1,,, , ,, , , ,Video: 1,Video: 1, ,Video: 1
Geller,Alan,7/10/2022,DV2MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Geller,Alan,7/11/2022,DV3WE, ,,, ,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Geller,Alan,7/11/2022,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Gelnaw,William,12/9/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2,,,,,,
Gelnaw,William,12/9/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Gelnaw,William,12/10/2021,DV1WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Gelnaw,William,12/10/2021,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,,,,
Gelnaw,William,12/11/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Gelnaw,William,12/12/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,,Ref: 2,,Ref: 1,,,,
Gelnaw,William,3/4/2022,V60WE,Ref: 1,,,,,,,Ref: 2,Ref: 2,Assist: 2,Ref: 1,,
Gelnaw,William,3/4/2022,V70WE,,,,,,,,,,,Ref: 1,,Ref: 1
Gelnaw,William,3/4/2022,Y14ME,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Ref: 1,,Assist: 1
Gelnaw,William,3/5/2022,VETWE,Ref: 1,,,,,,Ref: 1,Ref: 1,,,Ref: 1,,
Gelnaw,William,3/5/2022,Y12ME,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Gelnaw,William,3/6/2022,V40ME,Ref: 1,,,,,,,Ref: 1,Ref: 2,Video: 1  Assist: 1,Ref: 1,,Assist: 1
Gelnaw,William,3/6/2022,Y10WE,Ref: 1,,,,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,
Gelnaw,William,3/7/2022,VETME,Ref: 1,,,,Ref: 1,,Ref: 3,,,,,,
Gelnaw,William,3/7/2022,Y10ME,Ref: 1,,,,,,Ref: 1,Ref: 1,,Assist: 1,,,
Geyer,Carolina,12/12/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,,
Ghosh,Priyanka,10/31/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Ghosh,Priyanka,11/1/2021,U17WS,Ref: 2,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Ghosh,Priyanka,12/9/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Ghosh,Priyanka,12/10/2021,U17MS,Ref: 2,,,Ref: 1,Ref: 4,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Ghosh,Priyanka,12/10/2021,U20WS,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Ghosh,Priyanka,12/11/2021,U20MS,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 2,,Assist: 1,Assist: 1,,,Ref: 1
Ghosh,Priyanka,12/12/2021,DV1MS,Ref: 2,,,,Ref: 3,,Ref: 2,,Ref: 1,,,,
Ghosh,Priyanka,12/12/2021,U17WS,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,
Ghosh,Priyanka,1/7/2022,DV1MS,Ref: 1,,,,Ref: 3,,Ref: 1,,Ref: 1,,Ref: 1,,Assist: 1
Ghosh,Priyanka,1/8/2022,DV1WE,Ref: 1,,,,,,,,,,,,
Ghosh,Priyanka,1/8/2022,U20MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1,,,,
Ghosh,Priyanka,1/8/2022,V60MS,Ref: 1,,,,,,,,Ref: 1,Ref: 1  Video: 1,Video: 1,,
Ghosh,Priyanka,1/9/2022,U20MS,Ref: 2,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Video: 1,Assist: 1,,,
Ghosh,Priyanka,1/9/2022,U20WS,Ref: 2,,,,Ref: 3,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Ref: 1,,
Ghosh,Priyanka,1/10/2022,V50WS,,,,,,,,,,Ref: 1,,,
Ghosh,Priyanka,1/10/2022,V60WS,Ref: 1,,,,,,,,,Assist: 1,Assist: 1,,
Ghosh,Priyanka,1/10/2022,V70WS,,,,,,,,,,,Ref: 1,,
Ghosh,Priyanka,2/18/2022,U20MS,Ref: 2,,,Ref: 3,Ref: 4,,Ref: 2,,Ref: 1  Assist: 1,Assist: 1,Assist: 1,,
Ghosh,Priyanka,2/19/2022,JTMMS,,,,,,,,,Ref: 1,Ref: 1,,,
Ghosh,Priyanka,2/19/2022,U20WS,Ref: 2,,,Ref: 1,Ref: 4,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Assist: 1,,Assist: 1
Ghosh,Priyanka,2/20/2022,JTMWS,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Ghosh,Priyanka,2/20/2022,U17MS,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 2,,Ref: 1  Assist: 1,Ref: 1,,,Ref: 1
Ghosh,Priyanka,2/21/2022,U17WE,,,,,,,,,Assist: 1,,,,
Ghosh,Priyanka,2/21/2022,U17WS,Ref: 2,,,,Ref: 2,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Ref: 1,Ref: 1,,Assist: 1
Ghosh,Priyanka,3/4/2022,V50MS,Ref: 1,,,,,,,,,,,,
Ghosh,Priyanka,3/5/2022,VETMS,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Ghosh,Priyanka,3/5/2022,Y14MS,Ref: 2,,,Ref: 3,Ref: 3,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,
Ghosh,Priyanka,3/6/2022,Y12MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 3,,Ref: 1,Ref: 1,,,
Ghosh,Priyanka,3/6/2022,Y12MS,Ref: 1,,,,Ref: 2  Video: 1,,Ref: 2,Ref: 1,,,,,
Ghosh,Priyanka,3/7/2022,V40WS,,,,,,,,,,Video: 1,Ref: 1,,
Ghosh,Priyanka,3/7/2022,V50WS,Ref: 1,,,,,,,,,,,,
Ghosh,Priyanka,3/7/2022,V60WS,,,,,,,,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,Assist: 1
Ghosh,Priyanka,3/7/2022,V70WS,,,,,,,,,Ref: 1,Ref: 1  Video: 1,Video: 1,,Ref: 1
Ghosh,Priyanka,3/7/2022,Y10MS,,,,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Ghosh,Priyanka,7/2/2022,U19MS,Ref: 2,,,Ref: 5,Ref: 3,,Ref: 2,Ref: 1,Ref: 1, , , , 
Ghosh,Priyanka,7/3/2022,D1AMS,Ref: 1,,, ,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, , , ,Ref: 1
Ghosh,Priyanka,7/3/2022,U19WS,Ref: 2,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Ref: 1, , , , 
Ghosh,Priyanka,7/5/2022,U16MS,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1, , ,Ref: 1, , 
Ghosh,Priyanka,7/7/2022,V50WS,Ref: 1,,, , ,, , , , , , , 
Ghosh,Priyanka,7/8/2022,DV3MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Ghosh,Priyanka,7/8/2022,DV3MS,Ref: 2,,, ,Ref: 4,,Ref: 1,Ref: 1, , , , , 
Ghosh,Priyanka,7/9/2022,DV2MS,Ref: 2,,, , ,, , , , ,Video: 1, , 
Ghosh,Priyanka,7/9/2022,Y14WS,Ref: 2,,, ,Ref: 3,,Ref: 2,Ref: 1, , , , , 
Ghosh,Priyanka,7/10/2022,Y12MS,Ref: 2,,, ,Ref: 4,, , , , , , , 
Gibbs,Bobby,1/7/2022,DV1MF,Ref: 1,,,,,,Ref: 1,,Video: 1,,,,
Gibbs,Bobby,1/8/2022,U20MF,,,,,,,,Ref: 1,Ref: 1,Assist: 1,,,
Gibbs,Bobby,1/9/2022,U20WF,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,,,,,
Gibbs,Bobby,1/10/2022,DV1WF,Ref: 1,,,,,,,Ref: 1,Video: 1,Ref: 1,,,
Gibbs,Bobby,4/22/2022,DV1MF,Ref: 1,,,,Ref: 1,,Ref: 1,,Ref: 1,,,,
Gibbs,Bobby,4/22/2022,DV1WF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Gibbs,Bobby,4/23/2022,U16MF,Ref: 1,,,,,,,Ref: 1,Ref: 1,,,,
Gibbs,Bobby,4/23/2022,U19WF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,Ref: 1,,,
Gibbs,Bobby,4/24/2022,U16WF,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,
Gibbs,Bobby,4/24/2022,U19WE,Ref: 1,,,,Ref: 2,,,,,,,,
Gillman,Bruce,4/21/2022,DV2WF,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 2,,,,,
Gillman,Bruce,4/21/2022,U19ME,,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Gillman,Bruce,4/21/2022,U19MF,Ref: 1,,,Ref: 2,,,,,,,,,
Gillman,Bruce,4/22/2022,U16ME,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Gillman,Bruce,4/22/2022,U16WE,,,,,Ref: 1,,,,,,,,
Gillman,Bruce,4/23/2022,STMME,,,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Gillman,Bruce,4/24/2022,DV2MF,Ref: 2,,,,Ref: 4,,,,,,,,
Gillman,Bruce,4/24/2022,U19WE,Ref: 1,,,,Ref: 3,,Ref: 1,,Video: 1,Video: 1,,,
Gillman,Bruce,7/3/2022,STMME, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Gillman,Bruce,7/4/2022,U19ME,Ref: 1,,, , ,, , , , , , , 
Gillman,Bruce,7/7/2022,DV2ME,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2, , ,Ref: 1,Video: 1, , 
Gillman,Bruce,7/7/2022,Y14WE,Ref: 1,,, ,Ref: 3,,Ref: 1,Ref: 1, , , , , 
Gillman,Bruce,7/9/2022,DV3ME, ,,, ,Ref: 2,, , , ,Ref: 1, , , 
Gillman,Bruce,7/9/2022,Y12WE,Ref: 1,,, , ,, , , , , , , 
Gillman,Bruce,7/10/2022,Y10WE,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Gillman,Bruce,7/10/2022,Y12ME,Ref: 1,,, ,Ref: 1,, , , ,Video: 1, , , 
Gillman,Bruce,7/11/2022,DV3WE,Ref: 1,,, , ,,Ref: 1,Ref: 1, , , , , 
Gilmore,Thomas,7/2/2022,U19MS,Ref: 2,,,Ref: 6,Ref: 4,,Ref: 3, , , , , , 
Gilmore,Thomas,7/3/2022,D1AMS,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Gilmore,Thomas,7/3/2022,U19WE,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1, , , , , , 
Gilmore,Thomas,7/5/2022,U16MS,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 2, , , , , , 
Gilmore,Thomas,7/5/2022,V50MS, ,,, , ,, , , ,Ref: 1,Ref: 1, , 
Gilmore,Thomas,7/5/2022,V60MS,Ref: 1,,, , ,, , ,Ref: 2,Ref: 1,Ref: 1, , 
Gilmore,Thomas,7/6/2022,STMMS, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Gilmore,Thomas,7/6/2022,U16ME,Ref: 1,,,Ref: 2,Ref: 2,, ,Ref: 1, , , , , 
Gilmore,Thomas,7/6/2022,V70ME,Ref: 1,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Gilmore,Thomas,7/7/2022,D1AWS,Ref: 1,,, , ,,Ref: 2, , , , , , 
Gilmore,Thomas,7/7/2022,Y14MS,Ref: 2,,,Ref: 2,Ref: 3,,Ref: 3, , , , , ,Ref: 1
Gilmore,Thomas,7/9/2022,DV2MS,Ref: 2,,, ,Ref: 4,,Ref: 2,Ref: 1,Ref: 1, , , , 
Gilmore,Thomas,7/9/2022,Y14WS,Ref: 2,,, ,Ref: 3,,Ref: 2,Ref: 1,Ref: 1, ,Ref: 1, , 
Gilmore,Thomas,7/10/2022,DV3WS,Ref: 2,,, ,Ref: 2,,Ref: 2,Ref: 2,Ref: 1, , , , 
Gilmore,Thomas,7/10/2022,Y12MS,Ref: 2,,, ,Ref: 3,,Ref: 2,Ref: 1, , , , , 
Gilmore,Thomas,7/11/2022,Y12WS,Ref: 2,,, ,Ref: 2,,Ref: 4,Ref: 2,Ref: 1,Ref: 1, , , 
Gioiella,Alexandra,12/10/2021,U17MS,Ref: 1,,,Ref: 1,Ref: 4,,Ref: 2,,,,,,
Gioiella,Alexandra,12/10/2021,U20WS,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 2,Video: 2,Video: 1,,,
Gioiella,Alexandra,12/11/2021,U20MS,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Gioiella,Alexandra,12/11/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Gioiella,Alexandra,12/12/2021,DV1MS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Video: 1,Ref: 1,,
Gioiella,Alexandra,12/12/2021,U17WS,,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Video: 1,,,
Gioiella,Alexandra,2/18/2022,U20MS,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 2,Ref: 4,Video: 2,Video: 1,Ref: 1,,
Gioiella,Alexandra,2/19/2022,JTMMS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1,,
Gioiella,Alexandra,2/19/2022,U20WS,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 2,Ref: 1,Ref: 1,,
Gioiella,Alexandra,2/20/2022,U17MS,Ref: 2,,,Ref: 3,Ref: 4,,Ref: 1,Ref: 2,Video: 1,Video: 1,Video: 1,,Video: 1
Gioiella,Alexandra,2/21/2022,JTMME,,,,,,,,Ref: 2,,,,,
Gioiella,Alexandra,2/21/2022,U17WE,Ref: 1,,,,,,,,,,,,
Gioiella,Alexandra,3/4/2022,Y14ME,Ref: 1,,,,,,,,,,,,
Gioiella,Alexandra,3/5/2022,Y14MS,Ref: 1,,,,,,,,,,,,
Gioiella,Alexandra,3/6/2022,Y12MS,Ref: 1,,,,Ref: 1,,,,,Video: 1,,,Video: 1
Gioiella,Alexandra,3/6/2022,Y12WS,Ref: 1,,,,,,,,,Video: 1,,,
Gioiella,Alexandra,4/22/2022,DV1WS,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Gioiella,Alexandra,4/22/2022,U16MS,Ref: 2,,,,,,,,,,,,
Gioiella,Alexandra,4/23/2022,U19MS,Ref: 2,,,Ref: 2,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Gioiella,Alexandra,4/24/2022,CHRWS,Ref: 1,Ref: 1,,,,,,,,,,,Ref: 1
Gioiella,Alexandra,7/2/2022,U19MS,Ref: 2,,, ,Ref: 1,,Ref: 2, ,Video: 1,Video: 1,Ref: 1, , 
Gioiella,Alexandra,7/3/2022,U19WS,Ref: 2,,, , ,, , , , , , , 
Gioiella,Alexandra,7/4/2022,DV1MS,Ref: 2,,, ,Ref: 2,,Ref: 2,Ref: 1,Ref: 1, ,Video: 1, , 
Gioiella,Alexandra,7/4/2022,STMMF, ,,, , ,, ,Ref: 1,Ref: 1, , , , 
Gioiella,Alexandra,7/5/2022,D1AWF,Ref: 1,,, ,Ref: 1,, , , , , , , 
Gioiella,Alexandra,7/5/2022,DV1WS,Ref: 2,,, , ,, , ,Video: 1,Ref: 1,Video: 1, , 
Gioiella,Alexandra,7/6/2022,STMWE, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Gioiella,Alexandra,7/6/2022,U16MF,Ref: 1,,, , ,, , , , , , , 
Gioiella,Alexandra,7/6/2022,V70WF, ,,, , ,, , ,Ref: 1,Ref: 1  Video: 1,Video: 1, ,Video: 1
Gioiella,Alexandra,7/7/2022,D1AWS,Ref: 1,,, , ,, , , , , , , 
Gioiella,Alexandra,7/7/2022,V40WS, ,,, , ,, , , , ,Ref: 1, , 
Gioiella,Alexandra,7/7/2022,V50WS,Ref: 1,,, , ,, , , ,Video: 2,Video: 1, ,Video: 1
Gioiella,Alexandra,7/7/2022,V60WS,Ref: 1,,, , ,, , , ,Video: 1,Video: 1, , 
Gioiella,Alexandra,7/8/2022,DV2WS,Ref: 2,,, , ,, , , , ,Video: 1, , 
Gioiella,Alexandra,7/8/2022,DV3MS,Ref: 2,,, , ,, , , , , , , 
Gioiella,Alexandra,7/9/2022,DV2MS,Ref: 2,,, ,Ref: 4,,Ref: 2,Ref: 1, , , , ,Video: 1
Gioiella,Alexandra,7/9/2022,Y14WS,Ref: 2,,, ,Ref: 3,,Ref: 2,Ref: 1, ,Video: 1, , , 
Gioiella,Alexandra,7/10/2022,Y10WS,Ref: 1,,, , ,, , , ,Video: 1,Video: 1, ,Video: 1
Gioiella,Alexandra,7/10/2022,Y12MS,Ref: 2,,, , ,, , , , , , , 
Goldberg,Sophie,2/20/2022,JTMWE,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Goldberg,Sophie,2/20/2022,U20ME,,,,Ref: 2,Ref: 1,,,Ref: 1,Assist: 1,,,,
Goldberg,Sophie,2/21/2022,U17WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Goossens,Bruno,10/29/2021,DV1WE,Ref: 1,,,,Ref: 2,,,,Video: 1,Video: 1,Video: 1,,
Goossens,Bruno,10/29/2021,Y14ME,Ref: 1,,,,,,Ref: 1,Ref: 1,,,,,
Goossens,Bruno,10/30/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 1,,,,
Goossens,Bruno,10/31/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 2,,Ref: 1,Video: 1,Video: 1,,
Goossens,Bruno,11/1/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,,,,,Ref: 1,,,
Goossens,Bruno,1/7/2022,V60WE,,,,,,,,,,Assist: 1,,,Video: 1
Goossens,Bruno,1/8/2022,DV1WE,,,,,Ref: 1,,Ref: 2,Ref: 1,Video: 1,,,,
Goossens,Bruno,1/8/2022,U20ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Goossens,Bruno,1/9/2022,DV1ME,Ref: 1,Ref: 1,,,Ref: 1,,Ref: 1,Ref: 1,Video: 1,,,,
Goossens,Bruno,2/18/2022,U17ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,Video: 1,,,,
Goossens,Bruno,2/19/2022,U20WE,Ref: 1,,,Ref: 1,Ref: 2,,,,Assist: 1,Ref: 1,,,
Goossens,Bruno,2/20/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,Video: 1,,,,
Goossens,Bruno,2/21/2022,JTMME,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,Ref: 1
Goossens,Bruno,3/4/2022,V50WE,Ref: 1,,,,,,,Ref: 3,Ref: 1,Ref: 1  Video: 1,,,
Goossens,Bruno,3/4/2022,V70WE,,,,,,,,,Ref: 1,Ref: 1  Assist: 1,,,
Goossens,Bruno,3/4/2022,Y14ME,,,,,Ref: 3,,,Ref: 1,,,,,
Goossens,Bruno,3/5/2022,VETWE,Ref: 1,,,,,,Ref: 1,Ref: 1,,,,,
Goossens,Bruno,3/5/2022,Y12ME,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,,,,,
Goossens,Bruno,3/7/2022,VETME,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Goossens,Bruno,3/7/2022,Y10ME,Ref: 1,,,,,,Ref: 1,,,,,,
Goossens,Bruno,4/21/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,,,Ref: 1,,Ref: 1,,,
Goossens,Bruno,4/22/2022,U16ME,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2,,Video: 1,,,,
Goossens,Bruno,4/22/2022,U16WE,,,,,Ref: 1,,Ref: 1,,,,,,
Goossens,Bruno,4/23/2022,DV1WE,Ref: 1,,,,,,Ref: 2,Ref: 1,Video: 1,,,,
